t,hip_theta_deg,hip_omega_dps,hip_alpha_dps2,hip_torque_nm,knee_theta_deg,knee_omega_dps,knee_alpha_dps2,knee_torque_nm
87.1922,-22.6937,4.8318,4.8591,-14.5853,-1.3453,-2.8185,-2.8345,5.6795
87.2122,-22.5960,4.9290,4.8420,-14.5583,-1.4024,-2.8752,-2.8245,5.6690
87.2322,-22.4965,5.0255,4.8245,-14.5309,-1.4604,-2.9316,-2.8143,5.6584
87.2522,-22.3952,5.1217,4.8068,-14.5031,-1.5195,-2.9876,-2.8039,5.6476
87.2721,-22.2921,5.2174,4.7887,-14.4748,-1.5796,-3.0435,-2.7934,5.6366
87.2922,-22.1862,5.3135,4.7701,-14.4457,-1.6414,-3.0995,-2.7825,5.6253
87.3121,-22.0795,5.4082,4.7514,-14.4164,-1.7036,-3.1548,-2.7716,5.6140
87.3322,-21.9703,5.5031,4.7322,-14.3865,-1.7673,-3.2102,-2.7605,5.6024
87.3521,-21.8595,5.5974,4.7128,-14.3562,-1.8320,-3.2652,-2.7491,5.5906
87.3721,-21.7466,5.6915,4.6930,-14.3253,-1.8978,-3.3200,-2.7376,5.5787
87.3921,-21.6319,5.7851,4.6728,-14.2940,-1.9647,-3.3747,-2.7258,5.5665
87.4121,-21.5151,5.8785,4.6523,-14.2621,-2.0329,-3.4291,-2.7139,5.5541
87.4321,-21.3967,5.9712,4.6316,-14.2298,-2.1019,-3.4832,-2.7017,5.5416
87.4522,-21.2759,6.0640,4.6104,-14.1969,-2.1724,-3.5374,-2.6894,5.5288
87.4723,-21.1529,6.1566,4.5888,-14.1634,-2.2441,-3.5914,-2.6768,5.5158
87.4922,-21.0297,6.2475,4.5672,-14.1299,-2.3160,-3.6444,-2.6642,5.5028
87.5121,-20.9041,6.3385,4.5451,-14.0957,-2.3893,-3.6974,-2.6513,5.4896
87.5323,-20.7755,6.4298,4.5226,-14.0608,-2.4643,-3.7507,-2.6382,5.4760
87.5522,-20.6464,6.5197,4.4999,-14.0257,-2.5396,-3.8032,-2.6249,5.4624
87.5722,-20.5155,6.6093,4.4769,-13.9902,-2.6160,-3.8554,-2.6115,5.4486
87.5922,-20.3820,6.6988,4.4535,-13.9540,-2.6938,-3.9077,-2.5979,5.4346
87.6122,-20.2477,6.7873,4.4300,-13.9176,-2.7722,-3.9593,-2.5841,5.4205
87.6322,-20.1104,6.8761,4.4059,-13.8804,-2.8522,-4.0110,-2.5701,5.4061
87.6522,-19.9720,6.9640,4.3816,-13.8430,-2.9330,-4.0623,-2.5559,5.3915
87.6722,-19.8324,7.0510,4.3571,-13.8052,-3.0144,-4.1131,-2.5416,5.3769
87.6922,-19.6904,7.1380,4.3322,-13.7668,-3.0973,-4.1638,-2.5271,5.3620
87.7123,-19.5463,7.2247,4.3069,-13.7279,-3.1813,-4.2144,-2.5123,5.3468
87.7323,-19.4005,7.3108,4.2813,-13.6885,-3.2664,-4.2646,-2.4974,5.3316
87.7522,-19.2540,7.3958,4.2556,-13.6490,-3.3518,-4.3142,-2.4824,5.3162
87.7722,-19.1053,7.4806,4.2295,-13.6089,-3.4385,-4.3637,-2.4672,5.3006
87.7922,-18.9552,7.5648,4.2032,-13.5684,-3.5261,-4.4128,-2.4519,5.2849
87.8121,-18.8037,7.6482,4.1766,-13.5276,-3.6145,-4.4615,-2.4363,5.2691
87.8322,-18.6495,7.7317,4.1495,-13.4860,-3.7045,-4.5102,-2.4206,5.2530
87.8522,-18.4933,7.8148,4.1221,-13.4440,-3.7956,-4.5587,-2.4046,5.2366
87.8722,-18.3365,7.8968,4.0946,-13.4018,-3.8871,-4.6065,-2.3885,5.2202
87.8920,-18.1790,7.9778,4.0670,-13.3594,-3.9789,-4.6537,-2.3724,5.2038
87.9122,-18.0171,8.0596,4.0386,-13.3159,-4.0734,-4.7014,-2.3558,5.1869
87.9322,-17.8550,8.1401,4.0101,-13.2723,-4.1679,-4.7484,-2.3392,5.1700
87.9523,-17.6910,8.2203,3.9814,-13.2283,-4.2636,-4.7951,-2.3225,5.1529
87.9722,-17.5265,8.2993,3.9525,-13.1841,-4.3596,-4.8412,-2.3056,5.1357
87.9921,-17.3609,8.3775,3.9234,-13.1396,-4.4562,-4.8869,-2.2887,5.1185
88.0122,-17.1911,8.4563,3.8936,-13.0941,-4.5552,-4.9329,-2.2713,5.1008
88.0323,-17.0211,8.5340,3.8638,-13.0485,-4.6544,-4.9781,-2.2539,5.0831
88.0522,-16.8504,8.6106,3.8339,-13.0027,-4.7539,-5.0228,-2.2364,5.0653
88.0722,-16.6773,8.6870,3.8035,-12.9563,-4.8549,-5.0674,-2.2187,5.0473
88.0921,-16.5035,8.7625,3.7730,-12.9098,-4.9563,-5.1115,-2.2009,5.0292
88.1122,-16.3262,8.8382,3.7419,-12.8623,-5.0597,-5.1556,-2.1828,5.0108
88.1322,-16.1490,8.9126,3.7108,-12.8149,-5.1631,-5.1990,-2.1646,4.9924
88.1522,-15.9701,8.9864,3.6794,-12.7670,-5.2674,-5.2421,-2.1463,4.9738
88.1723,-15.7892,9.0599,3.6477,-12.7187,-5.3730,-5.2849,-2.1278,4.9550
88.1922,-15.6075,9.1324,3.6158,-12.6701,-5.4789,-5.3272,-2.1092,4.9361
88.2122,-15.4241,9.2045,3.5836,-12.6210,-5.5860,-5.3693,-2.0904,4.9171
88.2323,-15.2382,9.2762,3.5510,-12.5714,-5.6944,-5.4111,-2.0714,4.8978
88.2523,-15.0525,9.3467,3.5184,-12.5218,-5.8027,-5.4522,-2.0524,4.8785
88.2721,-14.8665,9.4161,3.4858,-12.4721,-5.9112,-5.4927,-2.0334,4.8592
88.2922,-14.6767,9.4858,3.4525,-12.4215,-6.0219,-5.5334,-2.0139,4.8396
88.3124,-14.4845,9.5552,3.4187,-12.3702,-6.1341,-5.5739,-1.9943,4.8196
88.3322,-14.2941,9.6227,3.3853,-12.3194,-6.2451,-5.6133,-1.9748,4.7999
88.3523,-14.1008,9.6901,3.3514,-12.2678,-6.3579,-5.6526,-1.9550,4.7799
88.3723,-13.9063,9.7568,3.3173,-12.2160,-6.4713,-5.6915,-1.9351,4.7597
88.3922,-13.7112,9.8226,3.2831,-12.1640,-6.5851,-5.7298,-1.9151,4.7395
88.4122,-13.5139,9.8880,3.2484,-12.1114,-6.7002,-5.7680,-1.8949,4.7191
88.4322,-13.3154,9.9526,3.2136,-12.0586,-6.8160,-5.8057,-1.8746,4.6986
88.4522,-13.1160,10.0165,3.1786,-12.0055,-6.9323,-5.8429,-1.8542,4.6780
88.4722,-12.9148,10.0798,3.1433,-11.9519,-7.0497,-5.8799,-1.8336,4.6571
88.4922,-12.7131,10.1421,3.1079,-11.8982,-7.1674,-5.9162,-1.8130,4.6363
88.5123,-12.5088,10.2042,3.0721,-11.8439,-7.2865,-5.9524,-1.7920,4.6152
88.5323,-12.3034,10.2655,3.0360,-11.7892,-7.4064,-5.9882,-1.7710,4.5940
88.5526,-12.0951,10.3265,2.9995,-11.7338,-7.5279,-6.0238,-1.7497,4.5724
88.5723,-11.8902,10.3855,2.9636,-11.6794,-7.6474,-6.0582,-1.7287,4.5513
88.5921,-11.6844,10.4437,2.9274,-11.6247,-7.7674,-6.0922,-1.7077,4.5300
88.6123,-11.4728,10.5025,2.8903,-11.5685,-7.8909,-6.1265,-1.6860,4.5082
88.6323,-11.2626,10.5598,2.8534,-11.5126,-8.0135,-6.1599,-1.6645,4.4865
88.6522,-11.0510,10.6165,2.8163,-11.4565,-8.1369,-6.1929,-1.6428,4.4647
88.6722,-10.8386,10.6723,2.7790,-11.4001,-8.2608,-6.2255,-1.6211,4.4428
88.6923,-10.6240,10.7276,2.7414,-11.3431,-8.3860,-6.2578,-1.5991,4.4206
88.7122,-10.4093,10.7820,2.7037,-11.2862,-8.5112,-6.2895,-1.5772,4.3985
88.7323,-10.1927,10.8358,2.6657,-11.2287,-8.6376,-6.3209,-1.5550,4.3762
88.7522,-9.9759,10.8886,2.6277,-11.1712,-8.7640,-6.3517,-1.5328,4.3538
88.7723,-9.7571,10.9409,2.5893,-11.1132,-8.8917,-6.3822,-1.5104,4.3313
88.7922,-9.5381,10.9922,2.5508,-11.0551,-9.0195,-6.4121,-1.4880,4.3087
88.8122,-9.3184,11.0427,2.5123,-10.9969,-9.1476,-6.4416,-1.4655,4.2861
88.8322,-9.0970,11.0926,2.4735,-10.9383,-9.2767,-6.4707,-1.4429,4.2633
88.8523,-8.8730,11.1420,2.4342,-10.8789,-9.4074,-6.4995,-1.4199,4.2402
88.8721,-8.6526,11.1897,2.3955,-10.8206,-9.5360,-6.5273,-1.3974,4.2176
88.8922,-8.4273,11.2374,2.3560,-10.7609,-9.6674,-6.5552,-1.3743,4.1944
88.9122,-8.2021,11.2841,2.3164,-10.7013,-9.7988,-6.5824,-1.3513,4.1712
88.9322,-7.9760,11.3301,2.2768,-10.6415,-9.9307,-6.6092,-1.3281,4.1480
88.9521,-7.7492,11.3752,2.2370,-10.5815,-10.0630,-6.6355,-1.3049,4.1246
88.9722,-7.5210,11.4195,2.1969,-10.5211,-10.1961,-6.6614,-1.2815,4.1012
88.9923,-7.2908,11.4633,2.1565,-10.4602,-10.3303,-6.6869,-1.2580,4.0775
89.0122,-7.0618,11.5059,2.1164,-10.3997,-10.4640,-6.7118,-1.2345,4.0540
89.0322,-6.8308,11.5479,2.0758,-10.3386,-10.5987,-6.7363,-1.2109,4.0303
89.0522,-6.5994,11.5891,2.0352,-10.2775,-10.7337,-6.7603,-1.1872,4.0065
89.0723,-6.3670,11.6294,1.9945,-10.2161,-10.8692,-6.7838,-1.1634,3.9826
89.0922,-6.1349,11.6687,1.9537,-10.1547,-11.0046,-6.8068,-1.1397,3.9588
89.1122,-5.9010,11.7074,1.9127,-10.0930,-11.1411,-6.8293,-1.1157,3.9348
89.1322,-5.6660,11.7453,1.8715,-10.0309,-11.2782,-6.8514,-1.0917,3.9107
89.1523,-5.4306,11.7824,1.8301,-9.9688,-11.4155,-6.8730,-1.0676,3.8865
89.1722,-5.1953,11.8184,1.7889,-9.9067,-11.5527,-6.8941,-1.0435,3.8624
89.1922,-4.9590,11.8537,1.7474,-9.8443,-11.6906,-6.9147,-1.0193,3.8381
89.2122,-4.7210,11.8884,1.7056,-9.7815,-11.8294,-6.9349,-0.9950,3.8137
89.2323,-4.4822,11.9221,1.6637,-9.7185,-11.9687,-6.9546,-0.9705,3.7892
89.2523,-4.2432,11.9550,1.6218,-9.6555,-12.1081,-6.9738,-0.9461,3.7647
89.2722,-4.0046,11.9870,1.5799,-9.5926,-12.2473,-6.9924,-0.9216,3.7403
89.2923,-3.7633,12.0183,1.5376,-9.5290,-12.3881,-7.0107,-0.8969,3.7156
89.3123,-3.5231,12.0486,1.4955,-9.4657,-12.5282,-7.0283,-0.8723,3.6909
89.3322,-3.2826,12.0779,1.4533,-9.4023,-12.6685,-7.0455,-0.8477,3.6663
89.3522,-3.0408,12.1066,1.4108,-9.3386,-12.8095,-7.0622,-0.8230,3.6416
89.3722,-2.7983,12.1344,1.3683,-9.2747,-12.9510,-7.0784,-0.7982,3.6167
89.3922,-2.5552,12.1613,1.3256,-9.2107,-13.0928,-7.0941,-0.7733,3.5918
89.4121,-2.3131,12.1873,1.2831,-9.1469,-13.2340,-7.1093,-0.7485,3.5670
89.4321,-2.0690,12.2125,1.2403,-9.0827,-13.3764,-7.1240,-0.7235,3.5421
89.4522,-1.8230,12.2370,1.1972,-9.0180,-13.5199,-7.1383,-0.6983,3.5169
89.4723,-1.5773,12.2606,1.1541,-8.9533,-13.6632,-7.1520,-0.6732,3.4918
89.4921,-1.3344,12.2831,1.1114,-8.8894,-13.8049,-7.1651,-0.6483,3.4669
89.5122,-1.0874,12.3050,1.0681,-8.8244,-13.9490,-7.1779,-0.6231,3.4417
89.5322,-0.8411,12.3259,1.0249,-8.7597,-14.0927,-7.1901,-0.5978,3.4165
89.5523,-0.5931,12.3460,0.9814,-8.6944,-14.2374,-7.2019,-0.5725,3.3911
89.5723,-0.3456,12.3653,0.9379,-8.6294,-14.3818,-7.2131,-0.5471,3.3658
89.5923,-0.0990,12.3835,0.8947,-8.5646,-14.5256,-7.2237,-0.5219,3.3406
89.6122,0.1487,12.4010,0.8512,-8.4995,-14.6701,-7.2339,-0.4965,3.3153
89.6323,0.3977,12.4176,0.8075,-8.4341,-14.8153,-7.2436,-0.4711,3.2899
89.6522,0.6443,12.4332,0.7642,-8.3693,-14.9592,-7.2527,-0.4458,3.2647
89.6721,0.8928,12.4480,0.7206,-8.3040,-15.1042,-7.2614,-0.4204,3.2393
89.6924,1.1455,12.4622,0.6763,-8.2377,-15.2515,-7.2696,-0.3945,3.2135
89.7123,1.3928,12.4752,0.6329,-8.1727,-15.3958,-7.2772,-0.3692,3.1883
89.7322,1.6421,12.4874,0.5892,-8.1073,-15.5412,-7.2843,-0.3437,3.1628
89.7521,1.8907,12.4987,0.5456,-8.0420,-15.6863,-7.2909,-0.3182,3.1375
89.7722,2.1419,12.5092,0.5015,-7.9761,-15.8328,-7.2970,-0.2925,3.1118
89.7922,2.3915,12.5188,0.4577,-7.9107,-15.9784,-7.3026,-0.2670,3.0864
89.8122,2.6422,12.5275,0.4137,-7.8449,-16.1246,-7.3077,-0.2413,3.0608
89.8322,2.8932,12.5353,0.3697,-7.7791,-16.2710,-7.3123,-0.2156,3.0352
89.8522,3.1444,12.5423,0.3256,-7.7132,-16.4176,-7.3163,-0.1899,3.0096
89.8722,3.3951,12.5484,0.2816,-7.6475,-16.5638,-7.3199,-0.1643,2.9841
89.8922,3.6454,12.5536,0.2377,-7.5819,-16.7098,-7.3229,-0.1386,2.9585
89.9122,3.8972,12.5579,0.1935,-7.5159,-16.8567,-7.3254,-0.1129,2.9329
89.9322,4.1486,12.5613,0.1494,-7.4501,-17.0033,-7.3274,-0.0871,2.9073
89.9523,4.4005,12.5639,0.1052,-7.3841,-17.1503,-7.3289,-0.0614,2.8816
89.9722,4.6512,12.5655,0.0612,-7.3184,-17.2966,-7.3299,-0.0357,2.8561
89.9921,4.9004,12.5663,0.0175,-7.2532,-17.4419,-7.3303,-0.0102,2.8307
90.0119,5.1495,12.5662,-0.0262,-7.1879,-17.5872,-7.3303,0.0153,2.8053
90.0322,5.4045,12.5652,-0.0710,-7.1212,-17.7360,-7.3297,0.0414,2.7794
90.0523,5.6578,12.5633,-0.1154,-7.0549,-17.8837,-7.3286,0.0673,2.7536
90.0722,5.9075,12.5606,-0.1592,-6.9896,-18.0294,-7.3270,0.0929,2.7282
90.0922,6.1584,12.5570,-0.2033,-6.9240,-18.1757,-7.3249,0.1186,2.7027
90.1122,6.4098,12.5525,-0.2474,-6.8582,-18.3224,-7.3223,0.1443,2.6771
90.1322,6.6602,12.5471,-0.2913,-6.7927,-18.4685,-7.3191,0.1699,2.6516
90.1522,6.9116,12.5408,-0.3354,-6.7270,-18.6151,-7.3155,0.1957,2.6261
90.1722,7.1620,12.5337,-0.3793,-6.6615,-18.7611,-7.3113,0.2213,2.6006
90.1922,7.4122,12.5257,-0.4232,-6.5961,-18.9071,-7.3066,0.2469,2.5752
90.2122,7.6631,12.5168,-0.4673,-6.5306,-19.0535,-7.3014,0.2726,2.5497
90.2322,7.9137,12.5070,-0.5112,-6.4651,-19.1996,-7.2957,0.2982,2.5242
90.2523,8.1640,12.4963,-0.5552,-6.3997,-19.3457,-7.2895,0.3238,2.4988
90.2722,8.4133,12.4848,-0.5989,-6.3346,-19.4911,-7.2828,0.3494,2.4735
90.2922,8.6622,12.4724,-0.6426,-6.2696,-19.6363,-7.2756,0.3748,2.4482
90.3122,8.9117,12.4591,-0.6863,-6.2045,-19.7818,-7.2678,0.4004,2.4229
90.3323,9.1617,12.4449,-0.7302,-6.1393,-19.9277,-7.2595,0.4260,2.3975
90.3523,9.4107,12.4298,-0.7739,-6.0743,-20.0729,-7.2507,0.4514,2.3722
90.3722,9.6588,12.4139,-0.8174,-6.0095,-20.2176,-7.2415,0.4768,2.3470
90.3920,9.9042,12.3973,-0.8605,-5.9455,-20.3608,-7.2318,0.5019,2.3221
90.4122,10.1544,12.3795,-0.9044,-5.8803,-20.5067,-7.2214,0.5276,2.2967
90.4322,10.4021,12.3610,-0.9479,-5.8157,-20.6513,-7.2106,0.5529,2.2716
90.4522,10.6480,12.3417,-0.9910,-5.7516,-20.7947,-7.1993,0.5781,2.2467
90.4722,10.8946,12.3214,-1.0343,-5.6873,-20.9385,-7.1875,0.6033,2.2217
90.4922,11.1409,12.3003,-1.0775,-5.6231,-21.0822,-7.1752,0.6285,2.1967
90.5122,11.3875,12.2782,-1.1208,-5.5589,-21.2261,-7.1623,0.6538,2.1717
90.5321,11.6313,12.2555,-1.1635,-5.4954,-21.3682,-7.1491,0.6787,2.1470
90.5521,11.8762,12.2318,-1.2065,-5.4316,-21.5111,-7.1352,0.7038,2.1222
90.5722,12.1224,12.2071,-1.2497,-5.3675,-21.6547,-7.1208,0.7290,2.0973
90.5922,12.3651,12.1818,-1.2923,-5.3043,-21.7963,-7.1060,0.7538,2.0727
90.6122,12.6090,12.1555,-1.3351,-5.2408,-21.9386,-7.0907,0.7788,2.0480
90.6322,12.8517,12.1283,-1.3777,-5.1776,-22.0802,-7.0749,0.8036,2.0234
90.6523,13.0948,12.1003,-1.4203,-5.1144,-22.2220,-7.0585,0.8285,1.9988
90.6723,13.3366,12.0714,-1.4627,-5.0515,-22.3630,-7.0417,0.8533,1.9743
90.6921,13.5757,12.0420,-1.5047,-4.9893,-22.5025,-7.0245,0.8777,1.9501
90.7122,13.8180,12.0113,-1.5472,-4.9263,-22.6439,-7.0066,0.9025,1.9256
90.7323,14.0589,11.9798,-1.5895,-4.8637,-22.7844,-6.9882,0.9272,1.9013
90.7522,14.2972,11.9477,-1.6313,-4.8017,-22.9233,-6.9695,0.9516,1.8772
90.7722,14.5358,11.9146,-1.6732,-4.7397,-23.0626,-6.9502,0.9760,1.8530
90.7920,14.7713,11.8811,-1.7145,-4.6786,-23.1999,-6.9307,1.0001,1.8292
90.8122,15.0110,11.8461,-1.7565,-4.6163,-23.3397,-6.9102,1.0246,1.8050
90.8322,15.2475,11.8105,-1.7980,-4.5549,-23.4777,-6.8895,1.0488,1.7811
90.8522,15.4833,11.7741,-1.8394,-4.4936,-23.6153,-6.8683,1.0730,1.7573
90.8722,15.7181,11.7370,-1.8806,-4.4327,-23.7522,-6.8466,1.0970,1.7336
90.8921,15.9509,11.6992,-1.9214,-4.3723,-23.8880,-6.8246,1.1208,1.7101
90.9122,16.1864,11.6601,-1.9628,-4.3111,-24.0254,-6.8017,1.1449,1.6863
90.9322,16.4190,11.6205,-2.0036,-4.2508,-24.1611,-6.7786,1.1688,1.6628
90.9522,16.6512,11.5799,-2.0443,-4.1906,-24.2965,-6.7550,1.1925,1.6394
90.9721,16.8815,11.5388,-2.0847,-4.1309,-24.4309,-6.7310,1.2161,1.6161
90.9921,17.1114,11.4968,-2.1251,-4.0713,-24.5650,-6.7065,1.2396,1.5929
91.0123,17.3431,11.4535,-2.1657,-4.0112,-24.7001,-6.6812,1.2633,1.5696
91.0323,17.5721,11.4097,-2.2059,-3.9519,-24.8338,-6.6556,1.2868,1.5465
91.0526,17.8024,11.3647,-2.2463,-3.8922,-24.9681,-6.6294,1.3103,1.5233
91.0722,18.0257,11.3201,-2.2855,-3.8344,-25.0983,-6.6034,1.3332,1.5008
91.0920,18.2487,11.2746,-2.3246,-3.7766,-25.2284,-6.5768,1.3560,1.4783
91.1122,18.4765,11.2271,-2.3646,-3.7176,-25.3613,-6.5491,1.3793,1.4553
91.1322,18.7008,11.1793,-2.4039,-3.6596,-25.4921,-6.5213,1.4023,1.4327
91.1523,18.9248,11.1307,-2.4432,-3.6016,-25.6228,-6.4929,1.4252,1.4102
91.1719,19.1421,11.0825,-2.4814,-3.5454,-25.7496,-6.4648,1.4475,1.3883
91.1919,19.3632,11.0325,-2.5202,-3.4882,-25.8785,-6.4356,1.4701,1.3660
91.2121,19.5861,10.9811,-2.5593,-3.4306,-26.0086,-6.4056,1.4929,1.3436
91.2320,19.8036,10.9299,-2.5974,-3.3744,-26.1354,-6.3758,1.5152,1.3217
91.2520,20.0217,10.8776,-2.6357,-3.3180,-26.2626,-6.3452,1.5375,1.2998
91.2719,20.2375,10.8247,-2.6736,-3.2622,-26.3886,-6.3144,1.5596,1.2781
91.2919,20.4539,10.7708,-2.7115,-3.2064,-26.5147,-6.2830,1.5817,1.2563
91.3119,20.6690,10.7161,-2.7493,-3.1508,-26.6403,-6.2511,1.6037,1.2347
91.3320,20.8836,10.6605,-2.7869,-3.0954,-26.7654,-6.2187,1.6257,1.2131
91.3519,21.0950,10.6048,-2.8240,-3.0408,-26.8888,-6.1861,1.6473,1.1919
91.3719,21.3067,10.5479,-2.8612,-2.9862,-27.0122,-6.1529,1.6690,1.1706
91.3921,21.5187,10.4898,-2.8984,-2.9315,-27.1359,-6.1191,1.6907,1.1494
91.4121,21.7286,10.4313,-2.9352,-2.8774,-27.2584,-6.0849,1.7122,1.1283
91.4320,21.9354,10.3726,-2.9715,-2.8240,-27.3790,-6.0507,1.7334,1.1075
91.4520,22.1424,10.3127,-3.0078,-2.7707,-27.4997,-6.0158,1.7545,1.0868
91.4721,22.3486,10.2521,-3.0440,-2.7175,-27.6200,-5.9804,1.7757,1.0661
91.4921,22.5533,10.1907,-3.0799,-2.6648,-27.7394,-5.9446,1.7966,1.0455
91.5122,22.7578,10.1284,-3.1158,-2.6122,-27.8587,-5.9082,1.8175,1.0250
91.5322,22.9598,10.0657,-3.1512,-2.5601,-27.9765,-5.8717,1.8382,1.0048
91.5522,23.1604,10.0023,-3.1864,-2.5085,-28.0936,-5.8347,1.8587,0.9847
91.5722,23.3598,9.9383,-3.2214,-2.4572,-28.2099,-5.7973,1.8792,0.9647
91.5921,23.5563,9.8740,-3.2559,-2.4067,-28.3245,-5.7599,1.8993,0.9450
91.6122,23.7540,9.8083,-3.2906,-2.3558,-28.4398,-5.7215,1.9195,0.9253
91.6322,23.9500,9.7419,-3.3250,-2.3054,-28.5542,-5.6828,1.9396,0.9056
91.6522,24.1436,9.6753,-3.3589,-2.2557,-28.6671,-5.6439,1.9594,0.8863
91.6722,24.3371,9.6076,-3.3929,-2.2060,-28.7800,-5.6044,1.9792,0.8669
91.6921,24.5276,9.5397,-3.4263,-2.1571,-28.8911,-5.5648,1.9987,0.8479
91.7120,24.7170,9.4711,-3.4595,-2.1084,-29.0016,-5.5248,2.0181,0.8289
91.7320,24.9051,9.4018,-3.4925,-2.0601,-29.1113,-5.4844,2.0373,0.8101
91.7519,25.0912,9.3321,-3.5252,-2.0124,-29.2199,-5.4437,2.0564,0.7915
91.7719,25.2777,9.2611,-3.5579,-1.9645,-29.3287,-5.4023,2.0755,0.7729
91.7922,25.4644,9.1887,-3.5907,-1.9167,-29.4376,-5.3601,2.0946,0.7543
91.8122,25.6478,9.1165,-3.6229,-1.8697,-29.5445,-5.3179,2.1133,0.7360
91.8321,25.8287,9.0440,-3.6546,-1.8233,-29.6501,-5.2756,2.1318,0.7179
91.8519,26.0072,8.9712,-3.6859,-1.7776,-29.7542,-5.2332,2.1501,0.7001
91.8722,26.1885,8.8961,-3.7177,-1.7312,-29.8600,-5.1894,2.1687,0.6820
91.8921,26.3649,8.8218,-3.7487,-1.6861,-29.9629,-5.1460,2.1867,0.6644
91.9122,26.5415,8.7461,-3.7797,-1.6409,-30.0659,-5.1019,2.2048,0.6469
91.9322,26.7156,8.6702,-3.8102,-1.5964,-30.1674,-5.0576,2.2226,0.6295
91.9522,26.8884,8.5936,-3.8405,-1.5522,-30.2682,-5.0130,2.2403,0.6123
91.9722,27.0590,8.5167,-3.8705,-1.5086,-30.3678,-4.9681,2.2578,0.5953
91.9922,27.2283,8.4392,-3.9002,-1.4654,-30.4665,-4.9229,2.2751,0.5785
92.0122,27.3967,8.3607,-3.9297,-1.4224,-30.5647,-4.8771,2.2923,0.5618
92.0322,27.5634,8.2817,-3.9590,-1.3798,-30.6620,-4.8310,2.3094,0.5452
92.0522,27.7279,8.2024,-3.9878,-1.3379,-30.7579,-4.7847,2.3262,0.5288
92.0721,27.8901,8.1229,-4.0163,-1.2965,-30.8525,-4.7383,2.3428,0.5127
92.0922,28.0525,8.0418,-4.0448,-1.2551,-30.9473,-4.6911,2.3595,0.4966
92.1122,28.2131,7.9604,-4.0730,-1.2142,-31.0410,-4.6436,2.3759,0.4807
92.1322,28.3712,7.8788,-4.1007,-1.1740,-31.1332,-4.5960,2.3921,0.4650
92.1522,28.5282,7.7964,-4.1283,-1.1340,-31.2248,-4.5479,2.4081,0.4494
92.1722,28.6830,7.7137,-4.1554,-1.0947,-31.3151,-4.4997,2.4240,0.4341
92.1922,28.8363,7.6304,-4.1823,-1.0557,-31.4045,-4.4511,2.4397,0.4189
92.2122,28.9881,7.5465,-4.2089,-1.0171,-31.4931,-4.4021,2.4552,0.4039
92.2322,29.1383,7.4620,-4.2353,-0.9790,-31.5806,-4.3528,2.4706,0.3890
92.2522,29.2867,7.3770,-4.2613,-0.9413,-31.6672,-4.3032,2.4858,0.3743
92.2721,29.4328,7.2918,-4.2870,-0.9042,-31.7525,-4.2536,2.5007,0.3599
92.2920,29.5772,7.2062,-4.3123,-0.8676,-31.8367,-4.2036,2.5155,0.3456
92.3121,29.7210,7.1193,-4.3375,-0.8312,-31.9206,-4.1530,2.5302,0.3314
92.3322,29.8631,7.0320,-4.3625,-0.7952,-32.0035,-4.1020,2.5448,0.3174
92.3522,30.0031,6.9444,-4.3870,-0.7598,-32.0851,-4.0509,2.5591,0.3036
92.3723,30.1417,6.8560,-4.4114,-0.7247,-32.1660,-3.9993,2.5733,0.2899
92.3922,30.2771,6.7681,-4.4351,-0.6905,-32.2450,-3.9480,2.5871,0.2766
92.4122,30.4118,6.6790,-4.4587,-0.6565,-32.3235,-3.8961,2.6009,0.2633
92.4322,30.5447,6.5895,-4.4821,-0.6230,-32.4010,-3.8439,2.6145,0.2503
92.4523,30.6758,6.4994,-4.5051,-0.5899,-32.4776,-3.7913,2.6280,0.2374
92.4722,30.8043,6.4095,-4.5276,-0.5575,-32.5525,-3.7389,2.6411,0.2247
92.4922,30.9315,6.3188,-4.5499,-0.5255,-32.6267,-3.6860,2.6541,0.2123
92.5123,31.0575,6.2272,-4.5720,-0.4938,-32.7002,-3.6325,2.6670,0.1999
92.5322,31.1805,6.1360,-4.5936,-0.4628,-32.7720,-3.5793,2.6796,0.1878
92.5522,31.3025,6.0437,-4.6150,-0.4322,-32.8431,-3.5255,2.6921,0.1759
92.5723,31.4229,5.9509,-4.6361,-0.4020,-32.9133,-3.4714,2.7044,0.1641
92.5922,31.5403,5.8585,-4.6567,-0.3725,-32.9818,-3.4175,2.7164,0.1526
92.6122,31.6566,5.7651,-4.6772,-0.3434,-33.0497,-3.3630,2.7283,0.1413
92.6322,31.7714,5.6710,-4.6973,-0.3146,-33.1167,-3.3081,2.7401,0.1300
92.6522,31.8838,5.5769,-4.7170,-0.2865,-33.1822,-3.2532,2.7516,0.1191
92.6722,31.9942,5.4826,-4.7364,-0.2589,-33.2466,-3.1982,2.7629,0.1083
92.6920,32.1021,5.3884,-4.7553,-0.2320,-33.3095,-3.1432,2.7739,0.0978
92.7122,32.2099,5.2921,-4.7742,-0.2051,-33.3725,-3.0871,2.7850,0.0873
92.7322,32.3146,5.1967,-4.7926,-0.1790,-33.4335,-3.0314,2.7957,0.0772
92.7522,32.4178,5.1005,-4.8107,-0.1534,-33.4937,-2.9753,2.8062,0.0671
92.7722,32.5186,5.0043,-4.8284,-0.1283,-33.5525,-2.9191,2.8166,0.0574
92.7922,32.6176,4.9076,-4.8458,-0.1038,-33.6103,-2.8628,2.8267,0.0478
