t,hip_theta_deg,hip_omega_dps,hip_alpha_dps2,hip_torque_nm,knee_theta_deg,knee_omega_dps,knee_alpha_dps2,knee_torque_nm
45.1520,6.9092,12.5409,-0.3350,-6.7276,-18.6137,-7.3155,0.1954,2.6263
45.1720,7.1599,12.5338,-0.3790,-6.6621,-18.7600,-7.3114,0.2211,2.6008
45.1921,7.4114,12.5257,-0.4231,-6.5964,-18.9066,-7.3067,0.2468,2.5753
45.2119,7.6599,12.5169,-0.4667,-6.5314,-19.0516,-7.3015,0.2722,2.5500
45.2321,7.9121,12.5070,-0.5110,-6.4655,-19.1987,-7.2958,0.2981,2.5244
45.2519,8.1594,12.4965,-0.5543,-6.4009,-19.3430,-7.2896,0.3234,2.4993
45.2719,8.4099,12.4849,-0.5983,-6.3355,-19.4891,-7.2829,0.3490,2.4738
45.2919,8.6595,12.4725,-0.6421,-6.2703,-19.6347,-7.2756,0.3746,2.4485
45.3119,8.9086,12.4593,-0.6858,-6.2053,-19.7800,-7.2679,0.4001,2.4232
45.3319,9.1574,12.4451,-0.7295,-6.1404,-19.9252,-7.2597,0.4255,2.3979
45.3520,9.4073,12.4300,-0.7733,-6.0752,-20.0709,-7.2508,0.4511,2.3726
45.3719,9.6550,12.4142,-0.8168,-6.0106,-20.2154,-7.2416,0.4764,2.3474
45.3919,9.9032,12.3974,-0.8603,-5.9458,-20.3602,-7.2318,0.5019,2.3222
45.4121,10.1528,12.3796,-0.9041,-5.8807,-20.5058,-7.2214,0.5274,2.2969
45.4319,10.3982,12.3613,-0.9472,-5.8167,-20.6490,-7.2107,0.5525,2.2720
45.4520,10.6464,12.3418,-0.9907,-5.7520,-20.7937,-7.1994,0.5779,2.2468
45.4721,10.8943,12.3214,-1.0342,-5.6874,-20.9383,-7.1875,0.6033,2.2217
45.4919,11.1380,12.3005,-1.0770,-5.6239,-21.0805,-7.1753,0.6282,2.1970
45.5122,11.3875,12.2782,-1.1208,-5.5589,-21.2260,-7.1623,0.6538,2.1717
45.5322,11.6320,12.2555,-1.1636,-5.4952,-21.3687,-7.1490,0.6788,2.1469
45.5521,11.8763,12.2318,-1.2065,-5.4315,-21.5112,-7.1352,0.7038,2.1222
45.5722,12.1222,12.2071,-1.2497,-5.3675,-21.6546,-7.1208,0.7290,2.0973
45.5920,12.3637,12.1819,-1.2920,-5.3046,-21.7955,-7.1061,0.7537,2.0728
45.6120,12.6072,12.1557,-1.3348,-5.2413,-21.9375,-7.0908,0.7786,2.0482
45.6321,12.8506,12.1285,-1.3775,-5.1779,-22.0795,-7.0749,0.8035,2.0235
45.6521,13.0932,12.1005,-1.4200,-5.1148,-22.2210,-7.0586,0.8284,1.9990
45.6721,13.3343,12.0717,-1.4623,-5.0521,-22.3617,-7.0418,0.8530,1.9746
45.6922,13.5767,12.0419,-1.5049,-4.9890,-22.5031,-7.0244,0.8778,1.9500
45.7126,13.8222,12.0107,-1.5479,-4.9252,-22.6463,-7.0063,0.9030,1.9252
45.7319,14.0545,11.9804,-1.5887,-4.8648,-22.7818,-6.9885,0.9267,1.9017
45.7522,14.2962,11.9478,-1.6311,-4.8020,-22.9228,-6.9696,0.9515,1.8773
45.7721,14.5343,11.9149,-1.6729,-4.7401,-23.0617,-6.9503,0.9759,1.8532
45.7922,14.7728,11.8809,-1.7147,-4.6781,-23.2008,-6.9305,1.0003,1.8291
45.8121,15.0093,11.8463,-1.7562,-4.6167,-23.3388,-6.9103,1.0245,1.8052
45.8323,15.2478,11.8105,-1.7981,-4.5548,-23.4779,-6.8894,1.0489,1.7811
45.8523,15.4837,11.7741,-1.8395,-4.4935,-23.6155,-6.8682,1.0730,1.7572
45.8721,15.7171,11.7372,-1.8804,-4.4329,-23.7516,-6.8467,1.0969,1.7337
45.8922,15.9525,11.6990,-1.9217,-4.3719,-23.8889,-6.8244,1.1210,1.7099
45.9121,16.1854,11.6603,-1.9626,-4.3114,-24.0248,-6.8018,1.1448,1.6864
45.9321,16.4178,11.6207,-2.0034,-4.2511,-24.1604,-6.7787,1.1686,1.6629
45.9521,16.6497,11.5802,-2.0441,-4.1910,-24.2957,-6.7551,1.1924,1.6395
45.9721,16.8806,11.5390,-2.0846,-4.1311,-24.4303,-6.7311,1.2160,1.6162
45.9921,17.1114,11.4968,-2.1251,-4.0713,-24.5650,-6.7065,1.2396,1.5929
46.0122,17.3424,11.4536,-2.1656,-4.0114,-24.6997,-6.6813,1.2633,1.5696
46.0321,17.5695,11.4102,-2.2054,-3.9526,-24.8322,-6.6559,1.2865,1.5467
46.0521,17.7967,11.3658,-2.2453,-3.8937,-24.9647,-6.6300,1.3098,1.5238
46.0721,18.0236,11.3205,-2.2851,-3.8349,-25.0971,-6.6036,1.3330,1.5010
46.0921,18.2502,11.2742,-2.3249,-3.7762,-25.2293,-6.5766,1.3562,1.4781
46.1122,18.4763,11.2271,-2.3646,-3.7177,-25.3612,-6.5492,1.3793,1.4553
46.1319,18.6967,11.1802,-2.4032,-3.6606,-25.4898,-6.5218,1.4019,1.4331
46.1520,18.9211,11.1315,-2.4426,-3.6026,-25.6206,-6.4934,1.4248,1.4106
46.1721,19.1449,11.0819,-2.4819,-3.5447,-25.7512,-6.4644,1.4477,1.3880
46.1922,19.3672,11.0316,-2.5209,-3.4872,-25.8808,-6.4351,1.4705,1.3656
46.2122,19.5868,10.9809,-2.5594,-3.4304,-26.0089,-6.4055,1.4930,1.3435
46.2321,19.8047,10.9296,-2.5976,-3.3741,-26.1361,-6.3756,1.5153,1.3216
46.2521,20.0225,10.8773,-2.6359,-3.3178,-26.2632,-6.3451,1.5376,1.2997
46.2721,20.2404,10.8240,-2.6741,-3.2615,-26.3902,-6.3140,1.5599,1.2778
46.2921,20.4562,10.7702,-2.7119,-3.2057,-26.5161,-6.2826,1.5820,1.2561
46.3121,20.6706,10.7157,-2.7496,-3.1504,-26.6412,-6.2508,1.6039,1.2346
46.3322,20.8850,10.6602,-2.7872,-3.0950,-26.7662,-6.2184,1.6258,1.2130
46.3521,21.0967,10.6043,-2.8243,-3.0404,-26.8897,-6.1858,1.6475,1.1917
46.3721,21.3086,10.5474,-2.8615,-2.9857,-27.0133,-6.1526,1.6692,1.1705
46.3922,21.5199,10.4895,-2.8986,-2.9312,-27.1366,-6.1189,1.6908,1.1492
46.4122,21.7289,10.4312,-2.9352,-2.8773,-27.2585,-6.0849,1.7122,1.1283
46.4320,21.9355,10.3726,-2.9715,-2.8240,-27.3791,-6.0507,1.7334,1.1075
46.4519,22.1413,10.3131,-3.0076,-2.7710,-27.4991,-6.0160,1.7544,1.0869
46.4721,22.3483,10.2521,-3.0439,-2.7176,-27.6199,-5.9804,1.7756,1.0661
46.4921,22.5531,10.1908,-3.0799,-2.6649,-27.7393,-5.9446,1.7966,1.0456
46.5121,22.7559,10.1290,-3.1154,-2.6126,-27.8576,-5.9086,1.8173,1.0252
46.5321,22.9584,10.0661,-3.1510,-2.5605,-27.9757,-5.8719,1.8381,1.0049
46.5522,23.1599,10.0025,-3.1863,-2.5086,-28.0933,-5.8348,1.8587,0.9847
46.5722,23.3599,9.9383,-3.2214,-2.4572,-28.2099,-5.7973,1.8792,0.9647
46.5923,23.5584,9.8734,-3.2562,-2.4061,-28.3257,-5.7595,1.8995,0.9448
46.6121,23.7536,9.8084,-3.2905,-2.3559,-28.4396,-5.7216,1.9195,0.9253
46.6320,23.9481,9.7426,-3.3246,-2.3059,-28.5530,-5.6832,1.9394,0.9058
46.6522,24.1445,9.6750,-3.3591,-2.2554,-28.6676,-5.6438,1.9595,0.8862
46.6722,24.3373,9.6075,-3.3929,-2.2059,-28.7801,-5.6044,1.9792,0.8669
46.6921,24.5273,9.5398,-3.4262,-2.1571,-28.8909,-5.5649,1.9986,0.8479
46.7121,24.7178,9.4708,-3.4597,-2.1082,-29.0020,-5.5247,2.0181,0.8288
46.7321,24.9057,9.4016,-3.4927,-2.0600,-29.1117,-5.4843,2.0374,0.8101
46.7519,25.0918,9.3319,-3.5253,-2.0122,-29.2202,-5.4436,2.0564,0.7915
46.7721,25.2795,9.2604,-3.5582,-1.9641,-29.3297,-5.4019,2.0756,0.7727
46.7919,25.4618,9.1897,-3.5902,-1.9173,-29.4361,-5.3607,2.0943,0.7545
46.8122,25.6475,9.1166,-3.6228,-1.8698,-29.5444,-5.3180,2.1133,0.7360
46.8321,25.8288,9.0439,-3.6546,-1.8233,-29.6502,-5.2756,2.1319,0.7179
46.8522,26.0092,8.9704,-3.6863,-1.7771,-29.7554,-5.2327,2.1503,0.6999
46.8722,26.1879,8.8963,-3.7176,-1.7314,-29.8596,-5.1895,2.1686,0.6821
46.8922,26.3658,8.8214,-3.7488,-1.6858,-29.9634,-5.1458,2.1868,0.6644
46.9122,26.5410,8.7463,-3.7796,-1.6410,-30.0656,-5.1020,2.2048,0.6469
46.9320,26.7138,8.6710,-3.8099,-1.5968,-30.1664,-5.0581,2.2224,0.6297
46.9522,26.8882,8.5937,-3.8405,-1.5523,-30.2681,-5.0130,2.2403,0.6123
46.9723,27.0598,8.5164,-3.8706,-1.5084,-30.3682,-4.9679,2.2579,0.5953
46.9922,27.2288,8.4389,-3.9003,-1.4652,-30.4668,-4.9227,2.2752,0.5784
47.0121,27.3958,8.3611,-3.9296,-1.4226,-30.5642,-4.8773,2.2922,0.5618
47.0322,27.5633,8.2817,-3.9589,-1.3799,-30.6619,-4.8310,2.3094,0.5452
47.0522,27.7275,8.2025,-3.9878,-1.3380,-30.7577,-4.7848,2.3262,0.5289
47.0723,27.8923,8.1218,-4.0167,-1.2960,-30.8538,-4.7377,2.3431,0.5125
47.0921,28.0519,8.0422,-4.0447,-1.2553,-30.9469,-4.6913,2.3594,0.4967
47.1119,28.2103,7.9618,-4.0725,-1.2149,-31.0393,-4.6444,2.3756,0.4809
47.1321,28.3700,7.8794,-4.1005,-1.1743,-31.1325,-4.5963,2.3920,0.4651
47.1520,28.5266,7.7972,-4.1280,-1.1344,-31.2239,-4.5484,2.4080,0.4496
47.1721,28.6827,7.7139,-4.1554,-1.0947,-31.3149,-4.4998,2.4240,0.4341
47.1921,28.8359,7.6306,-4.1822,-1.0558,-31.4043,-4.4512,2.4396,0.4189
47.2122,28.9884,7.5463,-4.2090,-1.0170,-31.4932,-4.4020,2.4552,0.4038
47.2323,29.1389,7.4616,-4.2354,-0.9788,-31.5810,-4.3526,2.4707,0.3890
47.2521,29.2862,7.3773,-4.2612,-0.9414,-31.6669,-4.3034,2.4857,0.3744
47.2721,29.4329,7.2918,-4.2870,-0.9042,-31.7525,-4.2535,2.5007,0.3599
47.2921,29.5780,7.2057,-4.3124,-0.8674,-31.8372,-4.2033,2.5156,0.3455
47.3122,29.7214,7.1191,-4.3376,-0.8311,-31.9208,-4.1528,2.5303,0.3314
47.3320,29.8621,7.0326,-4.3623,-0.7955,-32.0029,-4.1024,2.5447,0.3175
47.3520,30.0018,6.9452,-4.3868,-0.7601,-32.0844,-4.0514,2.5590,0.3037
47.3720,30.1397,6.8573,-4.4110,-0.7253,-32.1648,-4.0001,2.5731,0.2901
47.3922,30.2771,6.7681,-4.4351,-0.6905,-32.2450,-3.9481,2.5871,0.2766
47.4121,30.4113,6.6793,-4.4587,-0.6566,-32.3232,-3.8963,2.6009,0.2634
47.4321,30.5436,6.5902,-4.4819,-0.6232,-32.4004,-3.8443,2.6144,0.2504
47.4522,30.6753,6.4998,-4.5050,-0.5900,-32.4773,-3.7915,2.6279,0.2374
47.4723,30.8048,6.4091,-4.5277,-0.5574,-32.5528,-3.7387,2.6412,0.2247
47.4922,30.9316,6.3187,-4.5500,-0.5254,-32.6268,-3.6859,2.6541,0.2122
47.5122,31.0568,6.2277,-4.5719,-0.4939,-32.6998,-3.6328,2.6670,0.2000
47.5321,31.1801,6.1363,-4.5936,-0.4629,-32.7718,-3.5795,2.6796,0.1879
47.5521,31.3017,6.0444,-4.6149,-0.4324,-32.8427,-3.5259,2.6920,0.1760
47.5719,31.4207,5.9526,-4.6358,-0.4025,-32.9121,-3.4723,2.7042,0.1643
47.5921,31.5397,5.8590,-4.6567,-0.3727,-32.9815,-3.4177,2.7164,0.1527
47.6122,31.6570,5.7648,-4.6772,-0.3433,-33.0499,-3.3628,2.7284,0.1412
47.6320,31.7702,5.6720,-4.6971,-0.3149,-33.1160,-3.3086,2.7400,0.1302
47.6520,31.8826,5.5780,-4.7168,-0.2868,-33.1815,-3.2538,2.7515,0.1192
47.6721,31.9937,5.4830,-4.7363,-0.2591,-33.2463,-3.1984,2.7628,0.1084
47.6921,32.1022,5.3882,-4.7553,-0.2320,-33.3096,-3.1431,2.7740,0.0978
47.7121,32.2093,5.2928,-4.7741,-0.2053,-33.3721,-3.0874,2.7849,0.0874
47.7320,32.3134,5.1978,-4.7924,-0.1793,-33.4328,-3.0320,2.7956,0.0773
47.7521,32.4172,5.1010,-4.8106,-0.1535,-33.4933,-2.9756,2.8062,0.0672
47.7720,32.5178,5.0050,-4.8283,-0.1285,-33.5520,-2.9196,2.8165,0.0574
47.7923,32.6181,4.9072,-4.8459,-0.1036,-33.6106,-2.8625,2.8268,0.0477
47.8122,32.7149,4.8104,-4.8629,-0.0796,-33.6670,-2.8061,2.8367,0.0384
47.8322,32.8100,4.7131,-4.8795,-0.0561,-33.7225,-2.7493,2.8464,0.0292
47.8522,32.9034,4.6152,-4.8959,-0.0330,-33.7770,-2.6922,2.8560,0.0202
47.8723,32.9952,4.5167,-4.9120,-0.0104,-33.8305,-2.6347,2.8653,0.0113
47.8922,33.0840,4.4190,-4.9276,0.0115,-33.8823,-2.5777,2.8744,0.0028
47.9122,33.1714,4.3202,-4.9429,0.0330,-33.9333,-2.5201,2.8834,-0.0056
47.9321,33.2567,4.2213,-4.9579,0.0540,-33.9831,-2.4624,2.8921,-0.0138
47.9521,33.3399,4.1223,-4.9725,0.0744,-34.0316,-2.4047,2.9006,-0.0218
47.9721,33.4214,4.0226,-4.9868,0.0943,-34.0792,-2.3465,2.9090,-0.0296
47.9922,33.5012,3.9223,-5.0008,0.1138,-34.1257,-2.2880,2.9171,-0.0372
48.0123,33.5791,3.8216,-5.0145,0.1328,-34.1711,-2.2292,2.9251,-0.0446
48.0321,33.6538,3.7221,-5.0276,0.1510,-34.2147,-2.1712,2.9328,-0.0517
48.0521,33.7273,3.6214,-5.0405,0.1688,-34.2576,-2.1125,2.9403,-0.0586
48.0722,33.7988,3.5203,-5.0530,0.1861,-34.2993,-2.0535,2.9476,-0.0654
48.0922,33.8684,3.4188,-5.0652,0.2029,-34.3399,-1.9943,2.9547,-0.0720
48.1122,33.9357,3.3175,-5.0770,0.2191,-34.3792,-1.9352,2.9616,-0.0783
48.1320,34.0006,3.2166,-5.0884,0.2347,-34.4170,-1.8763,2.9683,-0.0844
48.1522,34.0643,3.1140,-5.0996,0.2499,-34.4542,-1.8165,2.9748,-0.0904
48.1722,34.1256,3.0118,-5.1104,0.2646,-34.4899,-1.7569,2.9810,-0.0961
48.1921,34.1844,2.9102,-5.1207,0.2785,-34.5242,-1.6976,2.9871,-0.1016
48.2120,34.2414,2.8080,-5.1307,0.2920,-34.5575,-1.6380,2.9929,-0.1068
48.2321,34.2969,2.7047,-5.1404,0.3051,-34.5898,-1.5777,2.9986,-0.1120
48.2522,34.3501,2.6016,-5.1498,0.3176,-34.6209,-1.5176,3.0040,-0.1169
48.2723,34.4013,2.4980,-5.1587,0.3296,-34.6508,-1.4572,3.0093,-0.1216
48.2921,34.4498,2.3956,-5.1673,0.3408,-34.6791,-1.3974,3.0142,-0.1260
48.3122,34.4969,2.2918,-5.1755,0.3517,-34.7065,-1.3369,3.0190,-0.1302
48.3321,34.5416,2.1883,-5.1834,0.3620,-34.7326,-1.2765,3.0236,-0.1343
48.3522,34.5845,2.0843,-5.1909,0.3717,-34.7576,-1.2158,3.0280,-0.1381
48.3722,34.6251,1.9805,-5.1980,0.3809,-34.7813,-1.1553,3.0322,-0.1417
48.3921,34.6636,1.8767,-5.2048,0.3896,-34.8037,-1.0947,3.0361,-0.1451
48.4122,34.7001,1.7724,-5.2112,0.3977,-34.8251,-1.0339,3.0398,-0.1483
48.4320,34.7342,1.6689,-5.2172,0.4052,-34.8450,-0.9735,3.0433,-0.1512
48.4520,34.7666,1.5644,-5.2228,0.4122,-34.8639,-0.9126,3.0467,-0.1540
48.4720,34.7969,1.4598,-5.2281,0.4186,-34.8815,-0.8516,3.0498,-0.1565
48.4921,34.8251,1.3548,-5.2331,0.4246,-34.8980,-0.7903,3.0526,-0.1589
48.5121,34.8511,1.2503,-5.2377,0.4299,-34.9132,-0.7293,3.0553,-0.1610
48.5320,34.8750,1.1460,-5.2419,0.4347,-34.9271,-0.6685,3.0577,-0.1629
48.5521,34.8969,1.0407,-5.2457,0.4390,-34.9399,-0.6071,3.0600,-0.1646
48.5722,34.9168,0.9350,-5.2492,0.4427,-34.9515,-0.5454,3.0620,-0.1661
48.5921,34.9344,0.8305,-5.2523,0.4459,-34.9617,-0.4845,3.0638,-0.1673
48.6122,34.9500,0.7251,-5.2550,0.4485,-34.9708,-0.4230,3.0654,-0.1684
48.6322,34.9635,0.6198,-5.2574,0.4505,-34.9787,-0.3616,3.0668,-0.1692
48.6522,34.9748,0.5147,-5.2594,0.4520,-34.9853,-0.3002,3.0680,-0.1698
48.6723,34.9841,0.4090,-5.2610,0.4530,-34.9907,-0.2386,3.0689,-0.1703
48.6920,34.9912,0.3050,-5.2622,0.4534,-34.9948,-0.1779,3.0696,-0.1704
48.7122,34.9962,0.1989,-5.2631,0.4532,-34.9978,-0.1160,3.0702,-0.1704
48.7323,34.9992,0.0933,-5.2636,0.4525,-34.9995,-0.0545,3.0705,-0.1702
48.7522,35.0000,-0.0116,-5.2638,0.4513,-35.0000,0.0068,3.0705,-0.1697
48.7721,34.9987,-0.1161,-5.2636,0.4495,-34.9993,0.0677,3.0704,-0.1691
48.7921,34.9953,-0.2217,-5.2630,0.4471,-34.9973,0.1293,3.0701,-0.1682
48.8121,34.9898,-0.3271,-5.2620,0.4442,-34.9941,0.1908,3.0695,-0.1671
48.8321,34.9822,-0.4323,-5.2607,0.4407,-34.9896,0.2522,3.0687,-0.1658
48.8522,34.9725,-0.5376,-5.2590,0.4367,-34.9840,0.3136,3.0677,-0.1643
48.8723,34.9607,-0.6433,-5.2569,0.4322,-34.9771,0.3752,3.0665,-0.1625
48.8923,34.9467,-0.7485,-5.2544,0.4270,-34.9689,0.4366,3.0651,-0.1606
48.9122,34.9308,-0.8530,-5.2516,0.4214,-34.9596,0.4976,3.0635,-0.1584
48.9321,34.9128,-0.9575,-5.2485,0.4152,-34.9491,0.5586,3.0616,-0.1560
48.9523,34.8923,-1.0637,-5.2449,0.4084,-34.9372,0.6205,3.0595,-0.1534
48.9721,34.8702,-1.1676,-5.2410,0.4012,-34.9243,0.6811,3.0573,-0.1506
48.9922,34.8458,-1.2725,-5.2367,0.3933,-34.9100,0.7423,3.0548,-0.1476
49.0121,34.8194,-1.3767,-5.2321,0.3849,-34.8947,0.8031,3.0521,-0.1444
49.0321,34.7908,-1.4815,-5.2271,0.3760,-34.8780,0.8642,3.0491,-0.1409
49.0521,34.7601,-1.5861,-5.2217,0.3665,-34.8600,0.9252,3.0460,-0.1373
49.0723,34.7270,-1.6914,-5.2159,0.3563,-34.8407,0.9867,3.0426,-0.1334
49.0921,34.6925,-1.7946,-5.2098,0.3459,-34.8206,1.0469,3.0391,-0.1293
49.1121,34.6555,-1.8989,-5.2033,0.3347,-34.7991,1.1077,3.0353,-0.1250
49.1321,34.6166,-2.0027,-5.1965,0.3231,-34.7763,1.1682,3.0313,-0.1206
49.1520,34.5756,-2.1063,-5.1893,0.3109,-34.7524,1.2287,3.0271,-0.1159
49.1721,34.5323,-2.2103,-5.1817,0.2981,-34.7272,1.2893,3.0227,-0.1109
49.1921,34.4870,-2.3139,-5.1738,0.2848,-34.7008,1.3498,3.0180,-0.1058
49.2122,34.4395,-2.4178,-5.1654,0.2709,-34.6730,1.4104,3.0132,-0.1004
49.2321,34.3903,-2.5206,-5.1568,0.2566,-34.6444,1.4703,3.0081,-0.0949
49.2521,34.3390,-2.6234,-5.1478,0.2418,-34.6144,1.5303,3.0029,-0.0891
49.2722,34.2852,-2.7268,-5.1384,0.2262,-34.5830,1.5906,2.9974,-0.0831
49.2922,34.2297,-2.8293,-5.1286,0.2103,-34.5507,1.6504,2.9917,-0.0770
49.3122,34.1719,-2.9322,-5.1185,0.1937,-34.5169,1.7104,2.9858,-0.0706
49.3321,34.1126,-3.0338,-5.1081,0.1767,-34.4823,1.7697,2.9797,-0.0640
49.3523,34.0504,-3.1366,-5.0972,0.1590,-34.4461,1.8297,2.9734,-0.0571
49.3722,33.9868,-3.2383,-5.0860,0.1410,-34.4090,1.8890,2.9668,-0.0501
49.3922,33.9212,-3.3397,-5.0745,0.1224,-34.3707,1.9481,2.9601,-0.0429
49.4122,33.8532,-3.4413,-5.0626,0.1031,-34.3310,2.0074,2.9532,-0.0355
49.4321,33.7837,-3.5419,-5.0504,0.0836,-34.2905,2.0661,2.9461,-0.0279
49.4522,33.7115,-3.6433,-5.0377,0.0632,-34.2484,2.1253,2.9387,-0.0201
49.4721,33.6382,-3.7431,-5.0249,0.0427,-34.2056,2.1835,2.9312,-0.0121
49.4920,33.5625,-3.8432,-5.0116,0.0214,-34.1615,2.2419,2.9234,-0.0039
49.5122,33.4839,-3.9444,-4.9978,-0.0006,-34.1156,2.3009,2.9154,0.0047
49.5322,33.4041,-4.0441,-4.9838,-0.0229,-34.0690,2.3590,2.9072,0.0133
49.5522,33.3221,-4.1437,-4.9694,-0.0457,-34.0212,2.4171,2.8988,0.0221
49.5722,33.2384,-4.2428,-4.9547,-0.0690,-33.9724,2.4749,2.8902,0.0312
49.5922,33.1525,-4.3418,-4.9396,-0.0929,-33.9223,2.5327,2.8814,0.0404
49.6123,33.0643,-4.4408,-4.9241,-0.1173,-33.8708,2.5905,2.8724,0.0499
49.6321,32.9754,-4.5382,-4.9086,-0.1420,-33.8190,2.6473,2.8633,0.0594
49.6521,32.8835,-4.6363,-4.8924,-0.1674,-33.7654,2.7045,2.8539,0.0693
49.6721,32.7899,-4.7340,-4.8760,-0.1933,-33.7108,2.7615,2.8443,0.0793
49.6923,32.6934,-4.8321,-4.8591,-0.2199,-33.6545,2.8187,2.8345,0.0896
49.7123,32.5956,-4.9293,-4.8419,-0.2469,-33.5974,2.8754,2.8244,0.1001
49.7321,32.4969,-5.0251,-4.8246,-0.2740,-33.5399,2.9313,2.8144,0.1106
49.7522,32.3950,-5.1219,-4.8067,-0.3021,-33.4804,2.9878,2.8039,0.1215
49.7722,32.2915,-5.2180,-4.7885,-0.3305,-33.4200,3.0438,2.7933,0.1325
49.7921,32.1867,-5.3131,-4.7702,-0.3593,-33.3589,3.0993,2.7826,0.1437
49.8121,32.0799,-5.4079,-4.7514,-0.3885,-33.2966,3.1546,2.7717,0.1550
49.8320,31.9712,-5.5024,-4.7324,-0.4183,-33.2332,3.2097,2.7605,0.1666
49.8519,31.8605,-5.5966,-4.7129,-0.4486,-33.1687,3.2647,2.7492,0.1783
49.8720,31.7472,-5.6910,-4.6931,-0.4796,-33.1026,3.3197,2.7376,0.1903
49.8920,31.6327,-5.7845,-4.6730,-0.5109,-33.0357,3.3743,2.7259,0.2025
49.9120,31.5157,-5.8780,-4.6524,-0.5428,-32.9675,3.4289,2.7139,0.2149
49.9320,31.3974,-5.9707,-4.6317,-0.5751,-32.8985,3.4829,2.7018,0.2274
49.9519,31.2776,-6.0628,-4.6107,-0.6078,-32.8286,3.5366,2.6895,0.2401
49.9719,31.1552,-6.1549,-4.5892,-0.6411,-32.7572,3.5903,2.6770,0.2530
49.9921,31.0303,-6.2471,-4.5673,-0.6751,-32.6843,3.6441,2.6642,0.2662
50.0121,30.9043,-6.3383,-4.5452,-0.7093,-32.6108,3.6974,2.6513,0.2795
50.0321,30.7767,-6.4290,-4.5228,-0.7440,-32.5364,3.7502,2.6383,0.2929
50.0521,30.6475,-6.5190,-4.5001,-0.7791,-32.4610,3.8027,2.6251,0.3065
50.0724,30.5140,-6.6103,-4.4767,-0.8153,-32.3832,3.8560,2.6114,0.3206
50.0921,30.3831,-6.6981,-4.4537,-0.8508,-32.3068,3.9072,2.5980,0.3344
50.1121,30.2478,-6.7873,-4.4300,-0.8875,-32.2279,3.9592,2.5841,0.3486
50.1319,30.1126,-6.8747,-4.4062,-0.9241,-32.1490,4.0103,2.5703,0.3628
50.1521,29.9732,-6.9632,-4.3818,-0.9618,-32.0677,4.0619,2.5560,0.3774
50.1720,29.8334,-7.0504,-4.3573,-0.9996,-31.9861,4.1127,2.5417,0.3921
50.1922,29.6901,-7.1381,-4.3321,-1.0384,-31.9026,4.1639,2.5271,0.4072
50.2122,29.5470,-7.2243,-4.3070,-1.0770,-31.8191,4.2141,2.5124,0.4222
50.2321,29.4021,-7.3099,-4.2816,-1.1162,-31.7346,4.2641,2.4976,0.4374
50.2519,29.2564,-7.3945,-4.2560,-1.1555,-31.6495,4.3134,2.4827,0.4526
50.2719,29.1075,-7.4794,-4.2299,-1.1957,-31.5627,4.3630,2.4674,0.4682
50.2919,28.9574,-7.5636,-4.2036,-1.2361,-31.4751,4.4121,2.4521,0.4839
50.3119,28.8053,-7.6473,-4.1769,-1.2771,-31.3864,4.4609,2.4365,0.4998
50.3319,28.6514,-7.7307,-4.1499,-1.3186,-31.2966,4.5096,2.4208,0.5159
50.3519,28.4959,-7.8135,-4.1226,-1.3604,-31.2059,4.5579,2.4048,0.5322
50.3720,28.3380,-7.8960,-4.0949,-1.4029,-31.1138,4.6060,2.3887,0.5487
50.3921,28.1788,-7.9779,-4.0669,-1.4457,-31.0210,4.6538,2.3724,0.5653
50.4121,28.0183,-8.0590,-4.0388,-1.4889,-30.9273,4.7011,2.3560,0.5821
50.4321,27.8559,-8.1397,-4.0103,-1.5325,-30.8326,4.7482,2.3393,0.5990
50.4521,27.6925,-8.2195,-3.9816,-1.5764,-30.7373,4.7947,2.3226,0.6160
50.4721,27.5273,-8.2989,-3.9526,-1.6208,-30.6409,4.8410,2.3057,0.6333
50.4921,27.3603,-8.3777,-3.9233,-1.6656,-30.5435,4.8870,2.2886,0.6507
50.5120,27.1933,-8.4553,-3.8940,-1.7104,-30.4461,4.9323,2.2715,0.6681
50.5319,27.0240,-8.5327,-3.8643,-1.7558,-30.3473,4.9774,2.2542,0.6857
50.5519,26.8524,-8.6097,-3.8342,-1.8018,-30.2472,5.0223,2.2366,0.7036
50.5724,26.6755,-8.6878,-3.8032,-1.8492,-30.1441,5.0679,2.2185,0.7220
50.5922,26.5026,-8.7629,-3.7728,-1.8955,-30.0432,5.1117,2.2008,0.7399
50.6120,26.3286,-8.8371,-3.7423,-1.9421,-29.9417,5.1550,2.1830,0.7580
50.6320,26.1508,-8.9118,-3.7111,-1.9897,-29.8380,5.1986,2.1648,0.7765
50.6521,25.9709,-8.9861,-3.6795,-2.0379,-29.7330,5.2419,2.1464,0.7952
50.6723,25.7891,-9.0599,-3.6477,-2.0865,-29.6270,5.2850,2.1278,0.8141
50.6922,25.6079,-9.1323,-3.6158,-2.1349,-29.5213,5.3272,2.1092,0.8329
50.7121,25.4255,-9.2039,-3.5838,-2.1837,-29.4148,5.3690,2.0906,0.8519
50.7321,25.2407,-9.2753,-3.5514,-2.2331,-29.3071,5.4106,2.0717,0.8710
50.7520,25.0550,-9.3457,-3.5189,-2.2826,-29.1988,5.4517,2.0527,0.8903
50.7719,24.8683,-9.4155,-3.4861,-2.3325,-29.0899,5.4924,2.0336,0.9097
50.7919,24.6793,-9.4849,-3.4529,-2.3830,-28.9796,5.5328,2.0142,0.9293
50.8119,24.4889,-9.5536,-3.4195,-2.4338,-28.8685,5.5729,1.9947,0.9490
